Title,Latitude,Longitude,Person,Category,Notes,Wikidata,Image,Copyright
Bass Reeves Monument,35.3893528,-94.4287881,Bass Reeves,Other,This is an interesting person,,http://cdn.history.com/sites/2/2018/02/AP_121879526269.jpg,no copyright
“The Bond” Bronze Statues,39.9534724,-75.1631669,"Ben Frankline,George Washington",President,,,,
Admiral Ben Moreell Statue,38.9799389,-76.4806933,Ben Moreell,Military,,,,
Benito Juarez Statue,40.7544181,-73.9842549,Benito Juarez,Politician,,,,
Statue of Benito Juarez,41.7875271,-87.5996069,Benito Juarez,Politician,,,,
Statue of Benito Juarez,32.7127301265415,-117.167803476145,Benito Juarez,Politician,,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Benito_Ju%C3%A1rez_by_Ernesto_Tamariz_2019_002.jpg/1280px-Benito_Ju%C3%A1rez_by_Ernesto_Tamariz_2019_002.jpg,
Benjamin Duke Statue,36.0084323,-78.9146659,Benjamin Duke,Industrialist,,,,
Benjamin Franklin Monument,41.9137846,-87.6310891,Benjamin Franklin,Politician,,,,
Benjamin Franklin statue,38.2442187,-85.7587128,Benjamin Franklin,Politician,,,,
Benjamin Franklin Statue,39.9519404,-75.1936728,Benjamin Franklin,Politician,,,,
Benjamin Franklin Statue,40.7118557,-74.0058666,Benjamin Franklin,Politician,,,,
Benjamin Franklin Statue,41.3128512,-105.582765,Benjamin Franklin,Politician,,,,
"Benjamin Franklin, Craftsman (or Young Ben Franklin)",39.9537195,-75.1635513,Benjamin Franklin,Politician,,,,
Benjamin Harrison Memorial,39.771376,-86.1570253,Benjamin Harrison,President,,,,
Benjamin Harrison Statue,44.0803748,-103.2231378,Benjamin Harrison,President,,,,
Equestrian Statue of General Bernardo de Galvez,30.4164583,-87.2162097,Bernardo de Galvez,Military,,,,
Betty Ford Statue,42.9678608,-85.6771826,Betty Ford,Other,,,"https://assets.simpleviewcms.com/simpleview/image/fetch/c_limit,h_1200,q_75,w_1200/https://assets.simpleviewinc.com/simpleview/image/upload/crm/grandrapids/Horizontal-Betty-Ford-Statue-099aa9d35056a36_099aab6a-5056-a36a-06485b61217fd805.jpg",no copyright
Bill Mazeroski Statue,40.4458402,-80.0070522,Bill Mazeroski,Sports,,,https://upload.wikimedia.org/wikipedia/commons/c/c6/Iconic_Moments_in_Pittsburgh_History_%284975612548%29.jpg,
Bill Russell Statue on City Hall Plaza,42.3596395,-71.0577119,Bill Russell,Sports,,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/P103013PS-0384_%2810596687253%29.jpg/1280px-P103013PS-0384_%2810596687253%29.jpg,
Blackbeard The Pirate statue,34.7774038,-76.559695,Blackbeard The Pirate,Other,,,,
Bobby Bowden Statue,30.4391862,-84.3056098,Bobby Bowden,Sports,,,,
Bobby Orr Statue,42.365599,-71.0613474,Bobby Orr,Sports,,,https://upload.wikimedia.org/wikipedia/commons/6/60/Harryweberorr.jpeg,
Bode statue,42.7441482,-71.7695601,Bode,Other,Noteworthy,,https://freedomsway.org/wp-content/uploads/2022/01/mason-nh_sculpture-of-bode.jpeg,no copyright
Brooks Robinson Statue,39.2851649,-76.6229449,Brooks Robinson,Sports,,,,
Buffalo Bill - The Scout,44.5260377,-109.0750122,Buffalo Bill,Entertainer,,,https://upload.wikimedia.org/wikipedia/commons/8/85/The_Scout_by_Gertrude_Vanderbilt_Whitney.jpg,
Rodney Square,39.7458049,-75.5471229,Caesar Rodney,Military,removed in 2020,,https://upload.wikimedia.org/wikipedia/commons/f/f1/Caesar_Rodney_Statue.jpg,
President Calvin Coolidge Statue,44.0807118,-103.2253185,Calvin Coolidge,President,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Calvin_Coolidge_is_featured_on_the_%22Presidents_Walk%2C%22_Rapid_City%2C_South_Dakota_LCCN2010630595.tif/lossy-page1-1427px-Calvin_Coolidge_is_featured_on_the_%22Presidents_Walk%2C%22_Rapid_City%2C_South_Dakota_LCCN2010630595.tif.jpg,
Carl Fisher Monument,25.8259448,-80.1318734,Carl Fisher,Entrepreneur,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Carl_Fisher_Monument.jpg/1280px-Carl_Fisher_Monument.jpg,
Statue of Carl von Linné,41.7874474,-87.5996156,Carl von Linné,Scientist,,,https://upload.wikimedia.org/wikipedia/commons/8/88/LinneStatueMidway.jpg,
Carl Yastrzemski Statue,42.3460816,-71.0959387,Carl Yastrzemski,Sports,,,,
Carlos III Statue,34.0563633,-118.2386256,Carlos III of Spain,Royalty,,,,
"Brigadier General Casimir Pulaski Statue, Washington DC",38.8959085,-77.0298945,Casimir Pulaski,Military,,,https://upload.wikimedia.org/wikipedia/commons/4/46/Brigadier_General_Count_Casimir_Pulaski_Memorial_%28ae1a39f7-d316-4208-851e-18bd3f462d0e%29.jpg,
Casimir Pulaski Monument,32.0713571,-81.0947956,Casimir Pulaski,Military,,,,
Pulaski Statue,41.4082515,-75.661319,Casimir Pulaski,Military,,,https://upload.wikimedia.org/wikipedia/commons/c/c2/Scranton%2C_Pennsylvania_%284111290499%29.jpg,
Catherine McAuley Statue,41.345226,-75.9706287,Catherine McAuley,Religious,,,,
Daniel Boone Monument,38.2355108,-85.703644,Daniel Boone,Settler,,,https://upload.wikimedia.org/wikipedia/commons/c/cc/DanielBooneByEnidYandellTorsoHeadDetail_retusche.jpg,
Daniel Boone Statue,38.8411904,-82.1402982,Daniel Boone,Settler,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Daniel_Boone_statue.jpg/1536px-Daniel_Boone_statue.jpg,
Daniel S. Dickinson,42.0983748,-75.9110292,Daniel S. Dickinson,Politician,,,https://commons.wikimedia.org/wiki/File:Daniel_Dickinson.JPG,
Daniel Webster,43.2070413,-71.5375695,Daniel Webster,Politician,,,https://upload.wikimedia.org/wikipedia/commons/8/89/Daniel_Webster_statue%2C_Concord_NH.jpg,
Daniel Webster Memorial,38.9072443,-77.0372922,Daniel Webster,Politician,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Daniel_Webster_statue_at_Scott_Circle.JPG/768px-Daniel_Webster_statue_at_Scott_Circle.JPG,
Daniel Webster Monument,40.7747558,-73.9742918,Daniel Webster,Politician,,,https://upload.wikimedia.org/wikipedia/commons/1/19/Statua_di_Daniel_Webster_a_Central_Park_-_NYC.jpg,
Davey Moore Statue,39.918188,-83.8086765,Davey Moore,Sports,,,,
Major General David McMurtie Gregg Statue,40.3458628,-75.9297283,David McMurtie Gregg,Military,,,,
David of Sassoon,36.7362202,-119.7876531,David of Sassoon,Historical,,,,
Mr. Reeves,40.1282352,-75.5133597,David Reeves,Industrialist,,,,
Denmark Vesey Monument,32.8000129,-79.9552495,Denmark Vesey,Civil Rights,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Denmark_Vesey_Monument_-_Hampton_Park_-_Charleston_SC_01.jpg/576px-Denmark_Vesey_Monument_-_Hampton_Park_-_Charleston_SC_01.jpg,
Domingo F. Sarmiento Statue,42.3500232,-71.0852015,Domingo F. Sarmiento,Politician,,,https://upload.wikimedia.org/wikipedia/commons/1/19/SarmientoBoston.jpg,
Dominique Wilkins Statue,33.7565268,-84.3960398,Dominique Wilkins,Sports,,,,
"Colonel Donald G. Cook, USMC Memorial Statue",44.4947994,-73.1607528,Donald G. Cook,Military,,,,
MacArthur Memorial Museum Jean MacArthur Research Center,36.8474037785652,-76.2887895852164,Douglas MacArthur,Military,,,https://upload.wikimedia.org/wikipedia/commons/0/03/The_Statue_of_US_Army_General_Douglas_MacArthur_at_the_entrance_to_The_MacArthur_Memorial%2C_located_in_Norfolk%2C_VA_-_DPLA_-_81e1c69fd99597fd0720e73f49d30b56.jpeg,
Dr. J Statue,39.9046347033188,-75.1691268186211,Dr. J,Sports,,,,
Dwight D. Eisenhower statue,38.91217,-97.2108729,Dwight D. Eisenhower,President,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Eisenhower_Statue_Abilene_Kansas.jpg/1280px-Eisenhower_Statue_Abilene_Kansas.jpg,
President Dwight D. Eisenhower Statue,44.0798701,-103.2256258,Dwight D. Eisenhower,President,,,,
Eisenhower Statehood Monument,61.2206594,-149.8910192,Dwight David Eisenhower,President,,,,
Eisenhower Veterans Monument,33.7291778,-96.5864283,Dwight David Eisenhower,President,,,https://s3.amazonaws.com/gs-waymarking-images/ca5df4b2-a441-430a-812e-dc33ac4a95c6_d.jpg,no copyright
Edgar Martinez Statue,47.5904255,-122.3333963,Edgar Martinez,Sports,,,,
Edmonson Sisters Sculpture & Historical Marker,38.8045074,-77.0595871,"Mary Edmonson,Emily Edmonson",Civil Rights,,,https://upload.wikimedia.org/wikipedia/commons/c/cd/EdmonsonSistersBronze%2C_1701_Duke_Street.jpg,
Edward Manning Bigelow Monument,40.4401957,-79.9472,Edward Manning Bigelow,Founder,,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Edward_Manning_Bigelow_monument_in_Schenley_Park.JPG/768px-Edward_Manning_Bigelow_monument_in_Schenley_Park.JPG,
Elbert H. Gary Statue And Historical Marker,41.6036733,-87.336899,Elbert H. Gary,Entrepreneur,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Statue_of_Judge_Elbert_H._Gary%2C_1959_-_Gary%2C_Indiana_%284218127925%29.jpg/649px-Statue_of_Judge_Elbert_H._Gary%2C_1959_-_Gary%2C_Indiana_%284218127925%29.jpg,
Eleanor Roosevelt Memorial,40.780642,-73.985797,Eleanor Roosevelt,Other,First Lady,"picture is in oxford,uk. Duplicate in manhattan.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Eleanor_Roosevelt_statue_Oxford_4.jpg/1280px-Eleanor_Roosevelt_statue_Oxford_4.jpg,
Eleanor Roosevelt statue,38.8828219,-77.0421938,Eleanor Roosevelt,Other,First Lady,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Eleanor_Roosevelt_Memorial_%28Washington%29_%2844519453184%29.jpg/1280px-Eleanor_Roosevelt_Memorial_%28Washington%29_%2844519453184%29.jpg,
Eleftherios Venizelos Statue,38.9119715,-77.04974,Eleftherios Venizelos,Politician,,,https://www.thenationalherald.com/wp-content/uploads/2024/07/Venizelos-Statue-Greek-Embassy-Washington-DC.jpg,no copyright
Tomáš Garrigue Masaryk Statue,38.9112223485353,-77.0483689574644,Tomáš Garrigue Masaryk,Politician,,,,
Elisha Newton Dimick Statue,26.7057792,-80.0431797,Elisha Newton Dimick,Politician,,,,
Elizabeth Blackwell Statue,42.8575926,-76.9836426,Elizabeth Blackwell,Scientist,,,,
When Anthony Met Stanton Statue,42.9088388,-76.7946096,"Elizabeth Cady Stanton, Susan B. Anthony",Social Reformer,,,,
Ellen Axson Wilson Statue,34.254941,-85.1733934,Ellen Axson Wilson,Other,First Lady,,,
Emanuel Swedenborg Monument (by Adolff Johnson; 1924 & restored 2012),41.9314709,-87.6316877,Emanuel Swedenborg,Religious,,,,
Ervin Cooper Bronze Sculpture by Mobilian Jo Hess,30.6902111,-88.037493,Ervin Cooper,Founder,,,,
Ethan Allen Statue,44.4842772,-73.1870289,Ethan Allen,Politician,,,https://upload.wikimedia.org/wikipedia/commons/3/37/Ethan_Allen_Monument.jpg,
Eugene Bullard Memorial Statue,32.5919008,-83.5873912,Eugene Bullard,Military,,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Eugene_Jacques_Bullard_statue%2C_Museum_of_Aviation.jpg/1280px-Eugene_Jacques_Bullard_statue%2C_Museum_of_Aviation.jpg,
Evander Holyfield Statue,33.7567901,-84.3970008,Evander Holyfield,Sports,,,,
Statue of Ezra Cornell,42.4490301,-76.4852953,Ezra Cornell,Founder,,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Statue_of_Ezra_Cornell%2C_founder_of_Cornell_University.jpg/663px-Statue_of_Ezra_Cornell%2C_founder_of_Cornell_University.jpg,
Felipe de Neve Statue,34.0566281,-118.2389615,Felipe de Neve,Founder,,,https://upload.wikimedia.org/wikipedia/commons/5/5d/FelipeDeNeve.jpg,
Fiorello H. La Guardia Monument,40.7707385,-73.9721167,Fiorello H. La Guardia,Politician,,,,
Fitz John Porter Statue,43.0739767,-70.7546803,Fitz John Porter,Miltary,,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Fitz-John_Porter_Statue%2C_Haven_Park_-_panoramio.jpg/1280px-Fitz-John_Porter_Statue%2C_Haven_Park_-_panoramio.jpg,
Florence Nightingale Statue,34.0659459,-118.201538,Florence Nightingale,Social Reformer,,,https://4.bp.blogspot.com/-vbNo1VVn3I4/VMqunDOEu5I/AAAAAAAAIVk/_Ur0qNn781I/s1600/Florence%2BNightingale%2B[damaged-detail2].jpg,no copyright
Francis Asbury Statue,38.9276941,-77.0367035,Francis Asbury,Religious,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Francis_Asbury_03.jpg/1024px-Francis_Asbury_03.jpg,
Father Francis P. Duffy Statue,40.7590302,-73.9850811,Francis P. Duffy,Religious,,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Father_Duffy_by_Charles_Keck_-_DSC06431.JPG/1536px-Father_Duffy_by_Charles_Keck_-_DSC06431.JPG,
Francois Joseph Paul de Grasse Statue,36.928191,-76.0094291,Francois Joseph Paul de Grasse,Military,,,https://lh5.googleusercontent.com/p/AF1QipNVV1rLH9Bj_NTx8JI5juy3SiDCjzcu_SuqV6U=w408-h272-k-no,
fdr sculpture on a fireplace,40.3271184,-75.9873929,Franklin D. Roosevelt,President,Noteworthy,,https://www.roadsideamerica.com/attract/images/pa/PAWWYfdr_0795.jpg,no copyright
Franklin D. Roosevelt monument,29.9428468,-90.0707148,Franklin D. Roosevelt,President,,,,
President Franklin Roosevelt Statue,44.0808709,-103.2248855,Franklin D. Roosevelt,President,,,,
Franklin Pierce Statue,43.2069915,-71.5368801,Franklin Pierce,President,,,,
President Franklin Pierce Statue,44.0818954,-103.2324566,Franklin Pierce,President,,,,
"Fred Douglas Lee, Sr. Memorial",30.4478558,-84.2882949,"Fred Douglas Lee, Sr.",Policeman,https://www.tallahassee.com/story/life/family/2020/07/18/model-modern-policing-fred-lee-sr-walked-frenchtown-streets/5356630002/,,,
Fred Lebow Statue,40.784086,-73.959178,Fred Lebow,Founder,,,,
Frederick Douglas Monument,39.2795744,-76.5963458,Frederick Douglas,Civil Rights,,,,
Frederick Douglass Monument,43.1535624,-77.6051578,Frederick Douglas,Civil Rights,,,,
Frederick Douglass Monument and Memorial Plaza,43.1330176,-77.6083472,Frederick Douglas,Civil Rights,,,,
Frederick Douglass Sculpture and Water Wall,40.8005895,-73.9581806,Frederick Douglas,Civil Rights,,,,
Frederick Douglass Square,38.9881397,-76.9420884,Frederick Douglas,Civil Rights,,,,
President Garfield Statue,39.756532,-75.5413565,Garfield,President,,,,
Garibaldi Statue,40.7305164,-73.996933,Garibaldi,Historical,,,,
Gaylord Perry Statue,37.7796306,-122.3893846,Gaylord Perry,Sports,,,,
General Andrew Jackson Statue,38.8995362,-77.0365439,General Andrew Jackson,President,,,,
Statue of General Casimir Pulaski,39.966833,-75.1824,General Casimir Pulaski,Military,,,,
General Daniel Butterfield Statue,40.8125459,-73.9621546,General Daniel Butterfield,Military,,,,
General Douglas MacArthur Statue,43.0426166,-87.8949953,General Douglas MacArthur,Military,,,,
General Edward Fowler Statue,40.6869181,-73.9757145,General Edward Fowler,Military,,,,
General Franz Sigel Monument,40.8023152,-73.970149,General Franz Sigel,Military,,,,
Statue of General Friedrich von Steuben,40.1030992,-75.4466133,General Friedrich von Steuben,Military,,,,
General Galusha Pennypacker Memorial,39.9585598,-75.1696473,General Galusha Pennypacker,Military,,,,
General George McClellan,39.9528,-75.1634833,General George McClellan,Military,,,,
General George Patton Statue,41.3915,-73.958459,General George Patton,Military,,,,
General Isaac Shelby Memorial Statue,40.28509,-84.1559605,General Isaac Shelby,Military,,,,
General James Longstreet Monument,39.8058592,-77.2565243,General James Longstreet,Military,,,,
General John Glover statue,42.3528226,-71.0747114,General John Glover,Military,,,,
General John J. Pershing Statue,38.8958393,-77.0324776,General John J. Pershing,Military,,,,
General José Gervasio Artigas statue,38.8923115,-77.041487,General José Gervasio Artigas,Military,,,,
General Moses Cleaveland Statue,41.4991877,-81.6932503,General Moses Cleaveland,Military,,,,
General Moultrie Monument,32.7697703,-79.9291273,General Moultrie,Military,,,,
General Nathanael Greene Statue,40.3051381,-79.5428106,General Nathanael Greene,Military,,,,
General Philip Henry Sheridan Statue,40.7336224,-74.0022,General Philip Henry Sheridan,Military,,,,
General Philip Henry Sheridan Statue (John Quincy Adams Ward and Daniel Chester French),42.6518645,-73.7560984,General Philip Henry Sheridan,Military,,,,
General Tadeusz Kościuszko Statue,38.9000219,-77.0353995,General Tadeusz Kościuszko,Military,,,,
General Ulysses S. Grant,39.9807872,-75.1978983,General Ulysses S. Grant,Military,,,,
General Ulysses S. Grant Statue,39.980797,-75.1978861,General Ulysses S. Grant,Military,,,,
General Ulysses S. Grant sculpture,38.6273378,-90.1986796,General Ulysses S. Grant sculpture,Military,,,,
General Warren Statue,40.6730159,-73.970658,General Warren,Military,,,,
General Wayne Statue,40.0867714,-75.4444916,General Wayne,Military,,,,
General William O. Darby Statue,35.3847706,-94.4211197,General William O. Darby,Military,,,,
General William T Sherman Statue,39.7142478,-82.6021695,General William T Sherman,Military,,,,
General William Tecumseh Sherman Monument,40.7648084,-73.9730662,General William Tecumseh Sherman,Military,,,,
George Bush Monument,29.7649656,-95.3660166,George Bush,President,,,,
President George Bush Sr Statue,44.0809623,-103.2268735,George Bush Sr,President,,,,
Monument to Major General George Gordon Meade,39.8138765,-77.2347879,George Gordon Meade,Military,,,,
George H.W. Bush Statue,30.5970469,-96.3528422,George H.W. Bush,President,,,,
George Halas Statue,41.8605666,-87.6169331,George Halas,Sports,,,,
Commodore George Hamilton Perkins,43.2068311,-71.538523,George Hamilton Perkins,Military,,,,
George M. Cohan Statue,40.7587149,-73.9851445,George M. Cohan,Arts,,,,
George Mason Statue,38.8304247,-77.3084104,George Mason,Politician,,,,
George Rogers Clark Statue,38.2589816,-85.7578092,George Rogers Clark,Military,,,,
George Rogers Clark Statue,39.9244325,-83.8100359,George Rogers Clark,Military,,,,
Patton Statue,41.3916911,-73.9559765,George S. Patton,Miltary,,,,
George Washington Memorial Revolutionary War,40.4545474,-80.0095412,George Washington,President,,,,
George Washington Monument,40.4545299,-80.0095503,George Washington,President,,,,
"George Washington Monument (Joseph Turkalj, 1976)",42.884147,-78.8774695,George Washington,President,,,,
George Washington Statue,34.0007032,-81.0332891,George Washington,President,,,,
George Washington Statue,39.7676009,-86.1626863,George Washington,President,,,,
George Washington Statue,40.7353841,-73.9906953,George Washington,President,,,,
George Washington Statue,42.3538614,-71.0709533,George Washington,President,,,,
George Washington Statue,42.6536696,-73.7592586,George Washington,President,,,,
President George Washington Statue,44.0801644,-103.2274378,George Washington,President,,,,
The Statue of George Washington,47.6560718,-122.3111244,George Washington,President,,,,
Virginia Washington Monument,37.5395431,-77.4339745,George Washington,President,,,,
Washington Crossing the Delaware Statue,40.2185429,-74.7614539,George Washington,President,,,,
Washington Monument,39.2975277,-76.6156674,George Washington,President,,,,
Washington Monument Fountain,39.9642689,-75.1791352,George Washington,President,,,,
Washington Square,32.7770022,-79.9305536,George Washington,President,,,,
Washington Statue,39.9490122,-75.1500029,George Washington,President,,,,
Washington Statue,41.392,-73.9577642,George Washington,President,,,,
Washington LAfayette and DeGRasse Statues,37.2385549,-76.508656,"George Washington, Marquis de Lafayette, Comte de Grasse",President,,,,
Gerald Ford head sculpture,45.357332,-84.235873,Gerald Ford,President,Noteworthy,,https://live.staticflickr.com/8537/8633493920_085b3eafb2_z.jpg,no copyright
President Gerald Ford Statue,44.0802354,-103.229367,Gerald Ford,President,,,https://www.roadsideamerica.com/attract/images/sd/SDRAPpres_ford_dk7188.jpg,no copyright
Gerald Ford head sculpture,42.9679616950452,-85.6773097772597,Gerald Ford,President,,,,
Giuseppe Mazzini Statue,40.7730026,-73.9766553,Giuseppe Mazzini,Politician,,,,
Statue of Goddess Dewi Saraswati,38.9104742,-77.0459691,Goddess Dewi Saraswati,Other,Fictional,,,
Golda Meir Statue,40.7538295,-73.9873812,Golda Meir,Politician,,,,
Grace Sherwood Statue,36.8661347,-76.131818,Grace Sherwood,Other,Noteworthy – last person killed for witchcraft,,,
President Grover Cleveland Statue,44.0795533,-103.2237047,Grover Cleveland,President,,,,
H.A. “Harry” Toulmin Sr. Statue,39.9244608,-83.8095273,H.A. “Harry” Toulmin Sr.,Inventor,,,,
Hal Greer Statue,38.4248735,-82.4261816,Hal Greer,Sports,,,,
Statue of Hannah Duston,42.7768651,-71.0775143,Hannah Duston,Other,Noteworthy,,,
Harold Sterling Vanderbilt Statue,36.1458501,-86.8019968,Harold Sterling Vanderbilt,Industrialist,,,,
Harriet E. Wilson Statue,42.8328526,-71.6495977,Harriet E. Wilson,Arts,,,,
Harriet Tubman - Thomas Garrett Statue,39.7368097,-75.5527817,Harriet Tubman,Civil Rights,,,,
Harriet Tubman Memorial - Step On Board,42.3433488,-71.0781624,Harriet Tubman,Civil Rights,,,,
Harriet Tubman Statue,38.3475376,-75.6030532,Harriet Tubman,Civil Rights,,,,
Harriet Tubman Statue,40.0934102,-74.8572718,Harriet Tubman,Civil Rights,,,https://www.talkingstatue.com/wp-content/uploads/2021/07/Harriet-Tubman-statue-along-Bristol-waterfront-close-up-by-bill-johnson-2200x1237px-1044x781-1.jpeg,no copyright
Harriet Tubman Statue,42.9299426,-76.5662383,Harriet Tubman,Civil Rights,,,,
Harriet Tubman Statue,33.4846387,-111.679411,Harriet Tubman,Civil Rights,,,,
Swing Low: Harriet Tubman Memorial,40.808191,-73.952796,Harriet Tubman,Civil Rights,,,,
Harriet Tubman and William Seward Statue,42.814848,-73.9383148,Harriet Tubman and William Seward,Civil Rights,,,,
Captain Harry S. Truman Statue,39.0924123635498,-94.4159377787156,Harry S. Truman,President,,,https://live.staticflickr.com/1842/29604616277_4b412f1de7_b.jpg,
President Harry S. Truman Statue,44.0806779,-103.2308049,Harry S. Truman,President,,,,
Captain Harry S. Truman Statue,39.0928682637117,-94.4169248316486,Harry S. Truman,President,,,,
Harvey Rice Statue,41.5081984,-81.6141309,Harvey Rice,Politician,,,https://sculpturecenter.org/oosi/files/fullsize/2e90ec235f8f8de684621794371b1ead.jpg,no copyright
Haym Solomon Statue,34.0705304,-118.3533207,Haym Solomon,Patriot,,,https://upload.wikimedia.org/wikipedia/commons/b/bb/Haym_Solomon_statue_in_Pan-Pacific_Park.jpg,
Hazen S. Pingree Monument,42.3367877,-83.0510107,Hazen S. Pingree,Politician,,https://www.wikidata.org/wiki/Q371387,https://upload.wikimedia.org/wikipedia/commons/f/f9/Pingree_statue%2C_Grad_Circus_Park%2C_Detroit.jpg,
Helen Claytor Statue,42.9657298,-85.6670041,Helen Claytor,Social Reformer,,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Helen_Claytor_Statue_02.jpg/1536px-Helen_Claytor_Statue_02.jpg,
Henry Clay Monument,29.9482717,-90.0703329,Henry Clay,Politician,,,,
Henry Clay Monument and Mausoleum,38.0574558,-84.5076255,Henry Clay,Politician,,,,
Henry Clay Statue,40.6815289,-76.192659,Henry Clay,Politician,,,,
Henry Gassaway Davis Equestrian Statue,38.9276362,-79.8481145,Henry G. Davis,Politician,,,,
Henry Grady Statue,33.7555757,-84.3912201,Henry Grady,Journalist,,,,
Henry J. Rolfs Statue,26.7059879,-80.0591373,Henry J. Rolfs,Founder,,,,
Henry M. Flagler Monument,29.8921693,-81.3146485,Henry M. Flagler,Industrialist,,,,
Henry M. Flagler Statue,26.7182623,-80.0408074,Henry M. Flagler,Industrialist,,,,
Henry Solomon Lehr Statue,40.7667365,-83.8237781,Henry Solomon Lehr,Founder,,,,
Henry Ward Beecher Statue,40.6948855,-73.9901029,Henry Ward Beecher,Social Reformer,,,,
President Herbert Hoover Statue,44.0809243,-103.2252692,Herbert Hoover,President,,,,
Honus Wagner Statue,40.4475505,-80.0074471,Honus Wagner,Sports,,,https://upload.wikimedia.org/wikipedia/commons/b/b7/Wagner_statue_930606.JPG,
Horace Greeley Statue,40.7128862,-74.0049704,Horace Greeley,Publisher,,,https://upload.wikimedia.org/wikipedia/commons/e/e2/Horace_Greeley_Statue.jpg,
Monument to Horace Greeley,40.7485854739949,-73.9883616455009,Horace Greeley,Publisher,,,https://upload.wikimedia.org/wikipedia/commons/e/e2/Horace_Greeley_Statue.jpg,
Hugh McManaway Sculpture,35.1956938,-80.8273233,Hugh McManaway,Other,Noteworthy,,,
Hugh Mercer Statue,38.3042626,-77.4673837,Hugh Mercer,Miltary,,,,
Hunter Holmes McGuire Monument,37.539113,-77.4328661,Hunter Holmes McGuire,Military,,,,
Shine The Light - Ida B Wells Statue,38.9663937,-77.0193275,Ida B Wells,Civil Rights,,,,
Irv Kupcinet Memorial,41.8873726,-87.6258952,Irv Kupcinet,Journalist,,,,
Iyanough Memorial,41.6528761,-70.2833636,Iyanough,Native American,,,,
Jack Brickhouse Statue,41.8900334,-87.623761,Jack Brickhouse,Sports,,,https://upload.wikimedia.org/wikipedia/commons/9/95/Chicago_%287705564480%29.jpg,
Robinson Shuba Memorial,41.0965445,-80.6498077,"Jackie Robinson, George Shuba",Sports,,,,
Jackie Robinson and Pee Wee Reese Monument,40.5749039,-73.9852394,"Jackie Robinson, Pee Wee Reese",Sports,,,,
Jackie Stiles Statue,37.2015396,-93.2828814,Jackie Stiles,Sports,,,https://dehayf5mhw1h7.cloudfront.net/wp-content/uploads/sites/658/2017/02/12183404/STILES-STATUE-WEB-2-e1486946080384-1024x795.jpg,no copyright
Jacques Marquette Statue,43.0376657,-87.9290637,Jacques Marquette,Founder,,,https://i.pinimg.com/originals/b2/bc/9a/b2bc9a6f7dac6977eb43974b22578cfa.jpg,no copyright
“Père Jacques Marquette Statue,43.0418074,-87.9138311,Jacques Marquette,Founder,,,https://themonumentous.com/wp-content/uploads/2021/09/1-8-1170x640.jpg,no copyright
James A. Garfield Monument,39.9739375,-75.1904375,James A. Garfield,President,,,,
James A. Garfield Monument,41.5100131,-81.5913064,James A. Garfield,President,,,,
James A. Garfield Monument,37.7717943803535,-122.458832611447,James A. Garfield,President,,,,
Statue of James A. Garfield,39.10449,-84.5140234,James A. Garfield,President,,,,
James B. Duke Statue,36.0013086,-78.9390148,James B. Duke,Industrialist,,,,
James Bradley Statue,39.0914682,-84.5055745,James Bradley,Scientist,,,,
James Buchanan Memorial,38.9196906,-77.0349828,James Buchanan,President,,,,
James Buchanan Statue,40.0436537,-76.3216051,James Buchanan,President,,,,
President James Buchanan Statue,38.9196906,-77.0349828,James Buchanan,President,,,,
Jimmy Griffin statue,42.8813557,-78.8745124,James D. Griffin,Politician,,,,
President James Garfield Statue,44.0821147,-103.2326784,James Garfield,President,,,,
President James K. Polk Tomb,44.0797906,-103.2252431,James K. Polk Tomb,President,,,,
James Madison Memorial,41.279064,-72.6015458,James Madison,Politician,,,,
James Madison Statue,38.4372021,-78.8746152,James Madison,Politician,,,,
President James Madison Statue,36.1665791,-86.7839179,James Madison,President,,,,
James Marshall Monument,38.7967009,-120.8941575,James Marshall,Pioneer,Started Gold Rush?,,,
President James Monroe Statue,44.0804621,-103.2292973,James Monroe,President,,,,
President James Monroe Statue,44.0812733,-103.228737,James Monroe,President,,,,
Gen. Oglethorpe Statue,32.0758196,-81.0931483,James Oglethorpe,Founder,,,,
President James Polk Statue,37.2712499,-76.7099547,James Polk,President,,,,
James Robertson Nashville Founder Statue,36.1498786,-86.8114342,James Robertson,Founder,,,,
